,track_id,track_name,preview_url,artist,label,artist_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,loudness_scaled,tempo_scaled
0,4OCx4bCttzYoEMGSJU63sp,keep ya head up - lofi,https://p.scdn.co/mp3-preview/48bf972402a2d63aa4bb4de9763c1aa053001ace?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.77,0.286,-14.02,0.122,0.513,0.774,0.678,75.0,0.48379600813311774,0.36228733733298557
1,1xerYk8J34Hkl9V2lWXpoo,i get around - lofi,https://p.scdn.co/mp3-preview/cc393d7ffeac4f36d8f2e1ea99b11926d410196f?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.797,0.244,-12.626,0.0449,0.723,0.865,0.0846,129.971,0.5416407319805803,0.6278246336067396
2,5iMGs339CUgHrG4dIseJEA,holler if ya' hear me - lofi,https://p.scdn.co/mp3-preview/3e32ebf9c04d916e39d3bd00f01b968a865e1350?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.709,0.0708,-15.458,0.0466,0.677,0.927,0.606,132.205,0.42412548238516135,0.6386159657614314
3,4eT2KEIDUEfsobIH5P0877,last wordz - lofi,https://p.scdn.co/mp3-preview/0cd6124064426ba81fcb1d9986c24b716922f9ba?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.857,0.34,-11.756,0.0793,0.456,0.862,0.425,136.098,0.5777418150130713,0.657421093817929
4,0WWtQROcg6LmBKpWqhBUnl,strictly 4 my n.i.g.g.a.z... - lofi,https://p.scdn.co/mp3-preview/85f458c839359862e4964d8a750dbf1462123509?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.772,0.0806,-25.679,0.262,0.195,0.775,0.327,129.974,0.0,0.6278391251002328
5,7oXXMuOzIIwWk2oJorK2Sv,papa'z song - lofi,https://p.scdn.co/mp3-preview/5974b917a37138ec4e1a151a202b71fa1ceecb3a?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.865,0.294,-16.623,0.0553,0.16,0.828,0.919,140.028,0.3757832275198142,0.6764049502941774
6,0IXzSnV1afMv1sjyFKTgxX,the streetz r deathrow - lofi,https://p.scdn.co/mp3-preview/ef11e7aa0f90b309d5230f3184b370feaf7c1d78?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.709,0.128,-24.74,0.0346,0.401,0.684,0.317,139.971,0.03896427237644717,0.6761296119178043
7,2UxmUSjLzetCbYjbsivCQ0,point the finga - lofi,https://p.scdn.co/mp3-preview/824fe22fe918b7134bd345d67ae527c0b75d13c1?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.67,0.203,-15.952,0.032,0.586,0.913,0.216,129.999,0.40362670650234467,0.6279598875460105
8,1dqJWbyxjiML0T9DCR3NWF,souljah's revenge - lofi,https://p.scdn.co/mp3-preview/5a0f4e3851bc6deff9670852c39501b27e2e7c28?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.718,0.258,-12.982,0.0749,0.665,0.838,0.828,131.956,0.526868334785676,0.6374131718014858
9,53eCPmL42JgePQAyWZRxlE,representin' 93 - lofi,https://p.scdn.co/mp3-preview/2dede49a98683928ed4106fda1f8ceca5c8b6d83?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.428,0.24,-22.275,0.0367,0.947,0.873,0.373,99.855,0.14125067430183835,0.48234936092513697
10,7eSnf0oL0oc7VFFyPtPUat,something 2 die 4 - interlude - lofi,https://p.scdn.co/mp3-preview/acf6b06b008f1504790c9c2d91a5809d09a9baa0?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.5,0.307,-18.409,0.0322,0.918,0.848,0.105,67.983,0.30167226855886153,0.3283917340521114
11,5HZqI4ziu5pkE4TuPlYJVF,5 deadly venomz - lofi,https://p.scdn.co/mp3-preview/f74d21512a39bd99c1fa72ef8f91175cd75c786a?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.649,0.168,-21.172,0.0917,0.869,0.958,0.118,78.009,0.18702020830739874,0.37682230530678495
12,3thVWRxTu22QXcQUvg0vjF,peep game - lofi,https://p.scdn.co/mp3-preview/062a758a4589818a81e40fd7dc655a4d43aeaa06?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.63,0.299,-14.283,0.037,0.726,0.909,0.194,136.053,0.4728826922278935,0.6572037214155291
13,6Ox2QPDvuy7HI39hnptu5V,pac's theme - interlude - lofi,https://p.scdn.co/mp3-preview/70f719785c1aa6464d4836b4033f8f1e76eca8dc?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.835,0.292,-13.117,0.126,0.648,0.874,0.134,134.028,0.521266442590979,0.6474219633075384
14,4U4vS77UG2ur8G57tieVJl,guess who's back - lofi,https://p.scdn.co/mp3-preview/559922be2a1b5f218fbf7fd442e023fdba6d1c46?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.649,0.461,-20.844,0.0403,0.289,0.796,0.276,129.959,0.20063073156562516,0.6277666676327662
15,0fT5qnJOpMHcBKQBPq4yaT,strugglin' - lofi,https://p.scdn.co/mp3-preview/67fcde8bd385be63a0f1b0f0bf5e0dc09b175cef?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,lonelyboy,3,30pF2pv50VXX6TgiMmKKjc,0.898,0.156,-10.908,0.111,0.303,0.892,0.35,132.13,0.6129299970953154,0.6382536784240984
16,3BvQKIjrOiSBwqlzL10vaC,california love - lofi,https://p.scdn.co/mp3-preview/6eb1a675a9205fccfa3b70221dcaf0082f4be07a?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.696,0.237,-11.108,0.0481,0.879,0.821,0.634,160.088,0.6046308975476162,0.7733047367861732
17,6SBbraFHGYGdfgstQxaadp,hit 'em up - lofi,https://p.scdn.co/mp3-preview/6b4150e7035e69495deb00d506e7b76bffb015e8?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.596,0.285,-14.367,0.0426,0.895,0.904,0.303,67.979,0.4693970704178597,0.328372412060787
18,5Mp8GHegcXGftG4jf8INAg,ambitionz az a ridah - lofi,https://p.scdn.co/mp3-preview/7efa76b90f66a4f2069472124a019d919955bec5?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.821,0.287,-13.427,0.063,0.615,0.863,0.359,134.066,0.5084028382920455,0.6476055222251206
19,48c0IQHjMzz0ZVjObrCs9K,changes - lofi,https://p.scdn.co/mp3-preview/0472938291146c357369cc510bdd7977fa071e8c?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.558,0.0864,-23.825,0.0616,0.863,0.882,0.128,129.861,0.07693265280717054,0.6272932788453178
20,4q8fBzJ7vbtLZRKXow1Pz3,do for love - lofi,https://p.scdn.co/mp3-preview/deb0aa63995e11ceea59ec3ce204faf81dd9cd40?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.728,0.145,-14.349,0.129,0.891,0.761,0.0916,68.022,0.47014398937715274,0.3285801234675246
21,0XQgroArXuNGrAu7M8ThOZ,all eyez on me - lofi,https://p.scdn.co/mp3-preview/73d69914bb96fee20940f0b95a80efb0c826d293?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.687,0.285,-15.456,0.0896,0.712,0.827,0.603,79.527,0.4242084733806384,0.3841550010144046
22,7AB2SDAJW2ngsKjwbeyChp,dear mama - lofi,https://p.scdn.co/mp3-preview/c44b1ac5d792e9475d1b96785d183b3077020e3c?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.382,0.235,-11.776,0.149,0.83,0.853,0.183,65.468,0.5769119050583014,0.31624303200687864
23,1xkzKlPNxhtWsGg6n8d6gM,i get around - lofi,https://p.scdn.co/mp3-preview/cc393d7ffeac4f36d8f2e1ea99b11926d410196f?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.797,0.244,-12.626,0.0449,0.723,0.865,0.0846,129.971,0.5416407319805803,0.6278246336067396
24,0y9H6j0WYUapZPTdmT30OT,ghetto gospel - lofi,https://p.scdn.co/mp3-preview/41b99ed6376c4ed6616bcc25edd8afb8eefc03a6?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.684,0.185,-15.218,0.0394,0.979,0.924,0.256,68.968,0.43408440184240027,0.33314977441575133
25,7jLjZ9smPP6r2XFEoh6OiD,so many tears - lofi,https://p.scdn.co/mp3-preview/c91c43424f861fd25eebbf117007d70467144da5?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.68,0.325,-19.968,0.0361,0.44,0.873,0.498,139.962,0.23698078758454721,0.6760861374373243
26,1rKpxQiRHlbg2sdBmDxkNt,lil' homies - lofi,https://p.scdn.co/mp3-preview/8b0ba0731fcf97767cad80d6412f9c06ed228489?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.828,0.219,-14.655,0.102,0.707,0.675,0.211,132.135,0.4574463670691732,0.6382778309132539
27,5hyVxxcxcTQ6IuyG1zqRWX,can't c me - lofi,https://p.scdn.co/mp3-preview/565b55ab4c6bb00f912953f2797acd897ea027f4?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.784,0.267,-16.961,0.0477,0.858,0.616,0.194,139.991,0.3617577492842028,0.6762262218744265
28,0O7eIQL9PMQNWb2sT7zmjl,thugz mansion - lofi,https://p.scdn.co/mp3-preview/9999181be5a112ec403ec3a138cbb6a97e098b2a?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.708,0.121,-15.08,0.194,0.843,0.795,0.205,75.329,0.43981078053031264,0.36387657111941957
29,7BkimT47qGAndVTeVqn2bg,how do u want it - lofi,https://p.scdn.co/mp3-preview/cfa82e50af0939746865cafac272a38a58c70590?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.561,0.264,-19.84,0.0292,0.477,0.833,0.503,140.02,0.2422922112950746,0.6763663063115285
30,6vrtVrW1vtF2EFphv8jN2K,me against the world - lofi,https://p.scdn.co/mp3-preview/639089ff2b853a5bfbf152f000892d963043a2bc?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.638,0.436,-18.482,0.0379,0.678,0.859,0.363,144.021,0.2986430972239513,0.6956931281337855
31,3C0P8K6xq9KlWmAH6cz7P1,old school - lofi,https://p.scdn.co/mp3-preview/3d2d8a8b09cb1a87ec52ef93406bdc0a77b94adc?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.877,0.315,-14.45,0.0515,0.191,0.592,0.27,136.185,0.46595294410556476,0.6578413471292351
32,10oV0whc5E1AnqQBWasiSV,Holler If Ya' Hear Me,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.806,0.779,-9.486,0.105,0.000652,9.4e-05,0.763,111.221,0.6719365948794558,0.5372527992734931
33,3twzslV85VEnJNgjQtXoUW,Pac's Theme - Interlude,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.726,0.653,-10.856,0.0546,0.145,0.0421,0.757,106.032,0.6150877629777172,0.5121873460278816
34,6B9vni2r0JgmfKxfBH3spu,Point The Finga,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.563,0.63,-12.107,0.313,0.153,5.94e-06,0.625,99.051,0.5631768953068594,0.4784656406689274
35,3Kb15OjresWJoKrOkP902Q,Something 2 Die 4 - Interlude,,2Pac,3,1ZwdS5xdxEREPySFridCfh,0.623,0.306,-13.574,0.0583,0.22,0.499,0.494,79.944,0.5023030001244866,0.386169318609976
36,0efdIchvGgi1E0S0RuBXPo,Last Wordz,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.758,0.798,-10.39,0.212,0.026,0.00369,0.595,109.3,0.6344246649238559,0.5279734129399376
37,5I742Csv8zl0t9YWabOaFj,Souljah's Revenge,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.822,0.755,-12.239,0.292,0.038,0.0027,0.37,94.735,0.557699489605378,0.4576172120298718
38,74gpQldgxcfqdJaYQ4t6ya,Peep Game,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.704,0.852,-7.647,0.252,0.0229,0.0,0.718,100.089,0.7482468152205488,0.4834796974176159
39,4CRnob2KyHVRSdUFPGq6VU,Strugglin',,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.847,0.916,-8.865,0.0803,0.0432,0.077,0.798,104.544,0.6977052989750614,0.5049995652551952
40,1D5c74FjltU7wJXiq8aUqj,Guess Who's Back,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.831,0.75,-9.213,0.0792,0.0101,0.0316,0.363,98.094,0.683264865762065,0.4738428542445584
41,1A2lBE5usgRko2NMZi5R3i,Representin' 93,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.84,0.679,-10.345,0.25,0.114,0.00189,0.532,89.053,0.6362919623220882,0.43017032335352484
42,0WzRs3jLFAqUjntdQKqQHK,Keep Ya Head Up,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.586,0.75,-7.04,0.449,0.133,0.0,0.614,172.361,0.7734345823478155,0.8325894366673429
43,7hZ2HotOSgLohncIWLCjOp,Strictly 4 My N.I.G.G.A.Z...,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.639,0.627,-10.479,0.29,0.0193,0.116,0.458,165.677,0.6307315656251299,0.8003023891642272
44,3z5zHEPDcO961ZIFS01al9,The Streetz R Deathrow,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.789,0.749,-10.044,0.258,0.0196,0.0,0.613,91.115,0.6487821071413753,0.44013080988126635
45,30CSqAtNKkLUPNuvcTxqez,I Get Around,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.843,0.531,-9.447,0.102,0.0791,2.58e-06,0.65,96.194,0.6735549192912571,0.46466490836545615
46,2PgU1yOO29Eovl0f6o6XJe,Papa'z Song,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.7,0.623,-10.357,0.243,0.0226,0.0405,0.589,172.362,0.6357940163492264,0.832594267165174
47,48kSJae5BqFkstEwMOZwTB,5 Deadly Venomz,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.854,0.752,-8.183,0.354,0.0418,0.0,0.595,97.631,0.7260052284327152,0.47160633374875616
48,0ym6slNFdcf74u7GHUasFT,Holler If Ya' Hear Me - New York Stretch Mix,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.902,0.773,-7.273,0.215,0.0182,0.0,0.675,111.41,0.763766131374746,0.5381657633635722
49,0aEdckNkNgk57fHdj4kGCV,Keep Ya Head Up - Madukey Remix,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.732,0.559,-7.756,0.239,0.126,0.0,0.456,86.187,0.7437238059670528,0.4163261165695737
50,12rXTgqinsF8umz1AB6kUh,I Get Around - Remix,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.719,0.909,-6.865,0.182,0.0175,9.02e-05,0.532,96.042,0.7806962944520521,0.463930672695128
51,4FTEWUmm76Uq62qEwRxG4d,Papa'z Song - Vibe Tribe Remix,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.618,0.816,-6.78,0.145,0.16,0.000546,0.928,172.003,0.7842234117598242,0.8308601184438068
52,2Xl3hWdRfJcFwQHDJfW78I,Flex,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.757,0.672,-8.475,0.265,0.0474,0.0,0.509,99.073,0.7138885430930746,0.47857191162121165
53,2z4krk6O7Io0qXknVzVtic,Let's Get It On,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.819,0.682,-5.824,0.193,0.098,0.0,0.567,93.077,0.8238931075978259,0.44960824662589727
54,6ayeqYtOtwVhqVB6k6MKoh,California Love,https://p.scdn.co/mp3-preview/b7e79b213247ee0c5358033199e4365a2eabda8d?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.656,0.882,-3.011,0.0941,0.033,0.0,0.782,91.661,0.9406199427362134,0.4427682616970505
55,1UDsnzBp8gUCFsrzUDlZI9,Slippin' Into Darkness,https://p.scdn.co/mp3-preview/038a9d6d55413024b32e5f9ee701486d93f67a96?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.81,0.642,-8.647,0.244,0.048,0.0,0.694,90.956,0.7067513174820534,0.43936276072612046
56,3bKs15o7F9VP6GBExCbb6H,Ride or Die,https://p.scdn.co/mp3-preview/4ddce56c5acdc7502c3db3a69c2b7d42cdf6cff1?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.548,0.59,-9.301,0.475,0.113,0.000722,0.267,87.841,0.6796132619610774,0.42431575998222376
57,4L0iAst3yLonw8aGxTRCvb,I Ain't Mad At Cha,https://p.scdn.co/mp3-preview/a68f6ff978ea74526fd4f42c4f9b4dd847aa699e?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.839,0.657,-4.959,0.222,0.0526,0.000106,0.615,85.111,0.8597867131416244,0.4111285009033031
58,66men3J5qFERvIY06M5hQ9,Static II,https://p.scdn.co/mp3-preview/d4ed9f0101f93b0caba8eb6e2ced426c8c9e19b7?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.854,0.694,-4.258,0.123,0.00944,0.0719,0.776,104.379,0.8888750570563096,0.5042025331130626
59,7GVCAVH7SZnjrzHI1FmfeA,Runnin',https://p.scdn.co/mp3-preview/279795b869fb1d8fb699589aa5959a307565fa20?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.697,0.598,-9.604,0.136,0.00522,0.0,0.387,85.862,0.6670401261463134,0.41475620477446407
60,2AOALeVLtu0LovK3P9P4C2,Me & My Homies,https://p.scdn.co/mp3-preview/6c9f13a3c7c8ffa3481457df6a4c7da2df5fdfbd?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.77,0.613,-5.124,0.0585,0.00653,0.000283,0.897,88.394,0.8529399560147726,0.42698702528282567
61,2YYAOdbnG2PhUSQqUoXzc9,Wanted Dead or Alive,https://p.scdn.co/mp3-preview/4f889d297795806946b98ad512f3ee24a66fa7c9?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.805,0.864,-6.6,0.183,0.271,0.0,0.663,101.378,0.7916926013527534,0.4897062091219121
62,7zVE1OOcU9B3ELvABPEfgB,Be The Realist,https://p.scdn.co/mp3-preview/a54b55ce8cbd6b14bbac8137daff86663d57fc01?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.818,0.627,-7.05,0.184,0.264,0.0,0.637,93.119,0.7730196273704305,0.44981112753480373
63,00yGGJGV42lSJaqb366yRQ,One Night Stand,https://p.scdn.co/mp3-preview/4300a41c864da0f73e9ce568fd58e55ba2fca00a?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.912,0.465,-12.937,0.36,0.0585,1.71e-05,0.478,92.559,0.5287356321839082,0.4471060487493841
64,3vWQoFIeu3hgctLdA1hJWV,Monday Morning,https://p.scdn.co/mp3-preview/2fd7942df5722aeeaa3a6c9e9b63b9e5bcbb58d8?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.791,0.559,-5.826,0.284,0.00057,0.00244,0.688,167.491,0.8238101166023488,0.8090649122298545
65,78iuy2uHJBywmVkmXPmhLx,How Do You Want It,https://p.scdn.co/mp3-preview/5a1ef530699349bfc27f2557cf6f176872123a4a?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.831,0.779,-2.867,0.0931,0.0978,4.64e-06,0.807,92.473,0.9465952944105567,0.44669062593590897
66,7hiDIQujlouMkiMT66DEE8,Live It Up,https://p.scdn.co/mp3-preview/564bd546992ec2d6450bd0852fc9f615b3adbcd8?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.641,0.826,-5.23,0.412,0.0966,0.0,0.557,94.988,0.848541433254492,0.45883932798114174
67,1AWfyeM1D7mAG5CAN3HLMf,Fatha Figga,https://p.scdn.co/mp3-preview/fa5dc9b62318ae9199fac7d04286727454ae8c77?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.732,0.572,-7.426,0.295,0.389,0.0,0.816,96.909,0.7574173202207563,0.4681187143146973
68,00P94APWE6dct77jsUUGLV,2 Gangsta,https://p.scdn.co/mp3-preview/ae9b87e0c3cd482b2ab4115d9e31d6c56db05049?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.747,0.619,-8.118,0.396,0.00294,0.0,0.585,88.122,0.7287024357857175,0.4256731298727647
69,2by5E7IoGhFGbzaqPWZz4T,Soulja's Revenge,https://p.scdn.co/mp3-preview/42358b8a643bfe2d6d092be7fd0bd1e7a852c824?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.743,0.85,-6.206,0.386,0.0595,1.24e-05,0.363,79.801,0.8080418274617206,0.38547855742012777
70,7FfaoyBQ1SZuvItIPxEC1O,What Goes On (In The City),https://p.scdn.co/mp3-preview/21c1c4b4d10d457272b4566f220884b16705cec5?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.839,0.721,-5.896,0.193,0.0425,0.0,0.551,90.117,0.8209054317606542,0.43530997304582214
71,20EydXcoMddjmlcqn68AWw,Don't U Trust Me ?,https://p.scdn.co/mp3-preview/2419806c0b9cfdbbfc9474119e10900f5f0c7808?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.66,0.786,-7.712,0.119,0.202,0.0,0.477,95.018,0.7455496078675465,0.4589842429160749
72,2rrU94LpViHeUMeS81LuKN,Resist The Temptation,https://p.scdn.co/mp3-preview/0d7daa3c3119ec0ca821a2a03eb056ea30ab1a91?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.82,0.691,-5.116,0.352,0.0791,0.000396,0.618,178.108,0.8532719199966806,0.8603503077027119
73,2V034x1oTlyNrhM8Chbm7Q,Changes (feat. Roniece),https://p.scdn.co/mp3-preview/fa1d41911b8b2f9cea77b603f32b0578c0de800d?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.802,0.936,-4.882,0.122,0.0221,6.19e-05,0.667,114.002,0.8629818664674885,0.5506864137418003
74,5moZX7RFP4IQYkl1sYqd2H,Black Cotton (feat. Mouse Man),https://p.scdn.co/mp3-preview/d61358cbd5dee659fe17aafdb3e3c7c29794b787?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.717,0.499,-7.421,0.259,0.0972,0.0,0.347,84.964,0.7576247977094488,0.41041841772213045
75,67JEhD4To5Af5cNpDO723j,Flex (feat. Thorough Heads),https://p.scdn.co/mp3-preview/31e4208617f0c0ee40480d9bb0c223a9973f1f91?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.778,0.762,-5.709,0.294,0.0591,0.0,0.499,99.069,0.8286650898377528,0.4785525896298873
76,2ZMljgDwmTsMkZfLKs2gYv,Ghetto Gospel,https://p.scdn.co/mp3-preview/3e7843a3a0845e7e7ac4dfa6ba531bd29127cac2?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.831,0.871,-3.228,0.192,0.0171,3.5e-06,0.492,104.0,0.9316154197269598,0.5023717744350733
77,79UhYR0IYf8mQrWFdlYiXt,Dope Fiend's Diner,https://p.scdn.co/mp3-preview/bed28bb02bcf10497ed18ea431824716dbe50db8?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.78,0.911,-6.231,0.0475,0.307,2.21e-06,0.665,95.003,0.8070044400182582,0.45891178544860833
78,1pFk7OXLDzE2EYYEmn3yXT,CN2,https://p.scdn.co/mp3-preview/0fb47e331991dcdd08cc72e08c12cb9df4370694?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.926,0.789,-6.747,0.251,0.00405,0.0,0.517,100.017,0.7855927631851947,0.48313190157377617
79,2ehzaUon6lxzT80nQpQpIJ,N.I.G.G.A (Never Ignorant Getting Goals Accomplished) {feat. Mousse Man & Mopreme Shakur},https://p.scdn.co/mp3-preview/5bbcbb12c5f996c1de07d8deee20b6b7d851963f?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.744,0.67,-7.112,0.287,0.0102,0.0,0.591,79.535,0.7704469065106438,0.3841936449970534
80,1GzwLJe5Cxjgob8yGWxNZU,"Break Em Off (feat. Dub C, Money B & Deb)",https://p.scdn.co/mp3-preview/c7fc5d7b5cc1dcdf3bee8745ecb4fc9a66dbcc72?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.897,0.834,-8.086,0.223,0.478,3.06e-05,0.41,100.356,0.7300302917133492,0.48476944033852126
