,track_id,track_name,preview_url,artist,label,artist_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,loudness_scaled,tempo_scaled
340,4voEoczU7Ijborps9XF1n3,I Get Around,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.846,0.416,-13.767,0.118,0.156,9.34e-06,0.645,96.188,0.49429436906095703,0.46463592537846954
341,760V3x0EMnuuHFIXIIYP9H,Papa'z Song,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.712,0.5,-14.548,0.25,0.0646,0.111,0.663,172.354,0.4618863853271922,0.8325556231825253
342,04VFpSJU4Ls6YnitkzKS4y,5 Deadly Venomz,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.855,0.708,-9.366,0.371,0.0457,0.0,0.559,97.641,0.6769160546080752,0.47165463872706725
343,5hNOICzhequtUXSM0N7jPB,Young Black Male,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.726,0.412,-16.958,0.442,0.134,8.83e-06,0.322,162.735,0.3618822357774183,0.7860910645451121
344,1SIwEtA6vOapGw7fA7T9Gy,Trapped,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.773,0.297,-17.819,0.335,0.0118,0.000132,0.442,88.265,0.32615461222457376,0.4263638910626129
345,4UDDBs5xjjm6oALxw9S9xx,Soulja's Story,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.823,0.35,-16.194,0.36,0.0234,0.000348,0.332,79.323,0.3935847960496288,0.3831695794568588
346,2EMauqGtcQBe2WpALvKh3j,I Don't Give A Fuck,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.893,0.721,-12.266,0.305,0.32,0.0,0.801,94.58,0.5565791111664385,0.4568684848660503
347,3DL6PGdcnpn7j5ofFyV7Vv,Violent,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.751,0.263,-18.142,0.418,0.0137,0.0225,0.627,166.68,0.31275156645503976,0.8051473784888271
348,0FNt0zNJT1JNnSIe8LqYxh,Words Of Wisdom,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.797,0.521,-16.471,0.37,0.244,4.97e-06,0.763,109.408,0.3820905431760655,0.5284951067056971
349,6fWfEtd3vk6nMWnXgh3GYd,Something Wicked,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.909,0.307,-16.748,0.34,0.1,0.0,0.313,103.835,0.3705962903025023,0.5015747422929407
350,4FLJ0F7XddDuviTNKQMQai,Crooked Ass Nigga,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.71,0.401,-16.498,0.419,0.194,0.0,0.504,189.715,0.3809701647371261,0.9164178960283648
351,0iX6mzHk8O0ydBnQJOX9wB,If My Homie Calls,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.835,0.602,-14.105,0.067,0.00693,0.00031,0.599,104.473,0.4802688908253455,0.5046565999091867
352,791YTMSeD7SPGWHLIe61ew,Brenda's Got A Baby,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.67,0.496,-14.029,0.0907,0.0275,0.0,0.713,166.758,0.48342254865347123,0.8055241573196534
353,30FkHoHz3MA2oBtOcVEBEm,Tha' Lunatic,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.848,0.637,-13.537,0.237,0.489,0.0,0.674,111.44,0.503838333540811,0.5383106782985054
354,56sNhTYp0mGC1cXaagTNv1,Rebel Of The Underground,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.729,0.394,-17.876,0.407,0.425,0.000936,0.795,203.028,0.3237893688534794,0.9807263136538852
355,6zpaz2y4g2BXRNatfgmS2Z,Part Time Mutha,,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.823,0.49,-16.347,0.221,0.0497,0.0002,0.248,93.391,0.38723598489563893,0.45112502294486473
356,0CMBd6toIgY0Fq2nfKOQ8Y,Wonder Why They Call You Bitch,https://p.scdn.co/mp3-preview/c5fb31915213fbd82bc446f059f4973956ffe69b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,2Pac,1,1ZwdS5xdxEREPySFridCfh,0.901,0.473,-12.466,0.192,0.0156,1.22e-06,0.621,101.14,0.5482800116187395,0.48855655063810877
357,3zY9JeQRUaRf3VuFfFwgym,Sleigh Ride,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.647,0.702,-10.404,0.0486,0.17,0.746,0.55,100.904,0.633843727955517,0.4874165531499676
358,2Eo2PthMeczTn56FDLphsE,Skating,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.538,0.532,-9.133,0.0361,0.422,0.349,0.0932,114.254,0.6865845055811446,0.5519036991952391
359,6P9iYsoz3CfKsjRDs8gr71,This Christmas,,Boney James,1,1sBRcMH8DDR8Nsk2RoJmjS,0.688,0.555,-8.435,0.0251,0.204,2.15e-05,0.645,95.914,0.7155483630026144,0.46331236897274636
360,7HlKR35uYtLgbbkHngj3sm,Santa Baby,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.591,0.376,-10.124,0.0832,0.72,2.75e-05,0.397,71.781,0.6454624673222957,0.34673796481465385
361,7LO0jqBPflYEPqRdNQ2D2o,O Tannenbaum,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.419,0.457,-9.308,0.0368,0.902,0.847,0.221,94.679,0.6793227934769079,0.4573467041513299
362,3GzQaw8dUkmytSeNOBvrMC,What Are You Doing New Year's Eve?,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.526,0.398,-10.361,0.0335,0.561,0.000231,0.399,121.847,0.6356280343582723,0.5885816692268305
363,1gzz5OoL9DeAWG3QENgket,The Christmas Song,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.516,0.472,-11.471,0.0317,0.241,0.671,0.202,133.945,0.5895680318685423,0.6470210319875567
364,7svJ016QWD5fdSNxuw0S8l,River,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.499,0.124,-15.373,0.033,0.909,0.588,0.15,101.028,0.42765259969293345,0.4880155348810249
365,3KXuZKRcZHQmJdon5LkdR7,Christmas Time Is Here,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.612,0.241,-13.837,0.0295,0.458,0.867,0.105,119.34,0.4913896842192623,0.5764716111642466
366,7uEVJHFMXXeCljMI3AAtHR,Jingle Bells,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.67,0.478,-15.883,0.101,0.591,0.67,0.852,137.936,0.4064898958463008,0.6662995488315027
367,5DoIUcrzD2BXxdDgii5Y2G,The First Noel,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.597,0.424,-11.481,0.0305,0.857,0.643,0.339,138.785,0.5891530768911575,0.670400641490112
368,4Myz9KIgd7jGLItcnWFVYq,Merry Christmas Baby,,Boney James,1,1sBRcMH8DDR8Nsk2RoJmjS,0.758,0.631,-9.432,0.0871,0.291,0.000205,0.667,110.984,0.6741773517573345,0.5361079712875209
369,1XPH5G76GrpMNTrn6uVv78,Let It Snow,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.655,0.475,-13.069,0.0339,0.466,0.332,0.612,128.909,0.5232582264824268,0.6226946449101044
370,1bBsalzEhQdktFm1ah5YmN,My Grown Up Christmas List,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.48,0.355,-12.275,0.0299,0.865,0.761,0.142,132.038,0.5562056516867921,0.6378092726236366
371,7qYXKMc7bg7KoFaBIl1EfD,Hark! The Herald Angels Sing,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.421,0.332,-14.603,0.0347,0.529,0.877,0.165,93.947,0.4596041329515749,0.45381077973895995
372,77UsvcNuU0zSwt3lgNfKXV,God Rest Ye Merry Gentlemen,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.681,0.315,-13.975,0.0454,0.1,0.611,0.423,133.824,0.48566330553134995,0.6464365417499929
373,4QuNBq3Fku93fV0m1w08wA,Silent Night,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.342,0.27,-9.915,0.0291,0.962,0.00486,0.147,65.512,0.6541350263496413,0.31645557391144735
374,4ueTEqiB3Tau6mnMC9OQyA,Auld Lang Syne,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.506,0.489,-10.38,0.033,0.556,0.93,0.366,75.073,0.6348396199012409,0.3626399636746563
375,7EwiAgJzd6xPzABXsg2Pnt,Breath Of Heaven (Mary's Song),,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.377,0.262,-13.095,0.0324,0.823,0.118,0.112,112.718,0.5221793435412259,0.5444840545266596
376,0oWyGFYrxLSsgZkgeIZvsu,Detour,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.575,0.524,-9.469,0.16,0.684,0.255,0.495,90.65,0.6726420183410102,0.4378846283898019
377,00iIL41BaoKJS0tz1cr1Qt,Bring It Back [Feat. Dontae Winslow],,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.724,0.51,-6.818,0.036,0.744,0.865,0.885,88.988,0.7826465828457614,0.42985634099450293
378,3F9PbD9A2S4d4cyjAFEkKS,Sway,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.774,0.513,-9.117,0.0648,0.673,0.587,0.57,92.992,0.6872484335449605,0.44919765431025327
379,2kZptpg65nGbeO66sC7YUd,Memphis,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.709,0.495,-7.756,0.0373,0.707,0.457,0.6,130.882,0.7437238059670528,0.6322252171308775
380,09TBrSZKQELP9FCXIDVsye,Tribute,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.636,0.295,-11.585,0.032,0.545,0.000915,0.152,120.061,0.5848375451263539,0.5799544001004744
381,3EfSHIcyyESTrmw1z8pXCZ,Coastin' [Feat. Lalah Hathaway],,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.605,0.42,-7.33,0.033,0.545,0.134,0.595,78.946,0.7614008880036518,0.3813484817745317
382,09NFihLjZsCIwAJpymAfHu,The Loop,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.747,0.653,-8.386,0.0559,0.567,0.654,0.795,80.466,0.7175816423918007,0.3886908384778135
383,1YXPhQDZvEPxwVg2sgYshB,Northern Lights,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.678,0.409,-10.539,0.0308,0.301,0.187,0.29,124.985,0.6282418357608202,0.6037397714208427
384,3aqkXs3NvXGCfWc1LioVJ9,Intention,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.752,0.423,-8.693,0.0366,0.1,0.905,0.68,87.978,0.7048425245860825,0.4249775381850853
385,2oSAMDJsVd04fpiBp8ef1c,Blur,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.517,0.391,-12.265,0.038,0.858,0.495,0.158,115.873,0.5566206066641771,0.5597242751838005
386,26xPHXWjYspNmZgChhDRYR,Full Effect,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.651,0.656,-9.994,0.0318,0.187,0.914,0.602,90.015,0.6508568820283,0.43481726226704925
387,16U1F3uu8g88Z0zABf8A5l,Solid,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.707,0.611,-8.222,0.0304,0.631,0.884,0.657,92.041,0.7243869040209139,0.44460385087287096
388,5ekn44iRRWaZhixvTDGetR,The Bottom Line,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.539,0.376,-9.715,0.037,0.915,0.673,0.352,144.865,0.6624341258973403,0.6997700683032394
389,4fWMicy8Z9DxMkD4UUE5QR,Luna,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.498,0.489,-12.571,0.033,0.904,0.913,0.309,92.96,0.5439229843561976,0.4490430783796578
390,07H1Rp8p1o2BXIZUa6RHRU,On The Path,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.698,0.421,-10.219,0.0282,0.427,0.715,0.182,117.881,0.6415203950371386,0.5694239148286623
391,4yGsW0sP0jcyxxxohnc6Y4,Be Here,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.501,0.435,-11.686,0.0396,0.57,0.0,0.428,135.963,0.5806464998547659,0.6567689766107295
392,6cgKf3UVdiMaFqDSaNDwnA,Tonic,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.651,0.544,-8.683,0.0314,0.415,0.91,0.622,87.018,0.7052574795634676,0.42034026026722315
393,6j5u7VPAvRXtZVR7nC6M4k,Just So,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.755,0.454,-10.631,0.0256,0.705,0.857,0.834,103.025,0.6244242499688786,0.4976620390497445
394,2MWz9FOWmyvLYqhUsHtLOW,Fresh Air,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.614,0.683,-8.292,0.0491,0.244,0.867,0.809,89.12,0.7214822191792192,0.430493966708209
395,0t7lbaAiA6zU79AMi1Eb7K,Sundance,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.8,0.547,-9.716,0.04,0.5,0.869,0.706,104.036,0.6623926303996018,0.5025456723569931
396,14CuZUlr71dJNUlUymLlMz,Last Train Home,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.72,0.39,-9.109,0.0367,0.897,0.551,0.334,123.961,0.6875803975268685,0.5987933416417897
397,2DRXRN3kBgwGYZtLc5yFcM,Kicks,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.699,0.65,-9.008,0.0507,0.178,0.438,0.511,89.002,0.6917714427984566,0.4299239679641384
398,0WZi5284N4LSLchtML4jze,Tick Tock,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.753,0.475,-8.3,0.0643,0.508,0.844,0.758,85.213,0.7211502551973112,0.41162121168207594
399,4lCE9pZIJ8FjcsOuEtLrHD,On The Prowl,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.645,0.348,-11.185,0.0392,0.692,0.243,0.403,80.018,0.6014357442217521,0.38652677544947783
400,7pRfQ35Qo8a9mZ8TfbTjVA,Low And Slow,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.719,0.518,-10.605,0.038,0.787,0.828,0.871,76.008,0.6255031329100794,0.3671564791467409
401,0n9BmvBf3d2CGcrxyzeRtE,Honestly,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.695,0.371,-8.073,0.0304,0.398,0.000246,0.288,116.933,0.7305697331839498,0.5648446028847733
402,5fOdb6ggx40aZHdF9X4oKb,We Came To Party,,Boney James,1,1sBRcMH8DDR8Nsk2RoJmjS,0.708,0.547,-8.465,0.0451,0.119,0.147,0.848,100.033,0.7143034980704596,0.48320918953907394
403,64iI0xWTsFNb647B6suOmv,Speak Easy,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.599,0.464,-11.11,0.033,0.831,0.793,0.165,135.952,0.6045479065521393,0.6567158411345874
404,3o6za8BwL9eSqdORMSTXAh,Skylark,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.288,0.0555,-16.25,0.0394,0.985,0.793,0.229,64.934,0.39126104817627294,0.31366354616506775
405,67wPESU1KNghSFCTnNG6Gc,If I Can’t Hold You,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.476,0.465,-9.258,0.0428,0.396,0.0,0.171,83.794,0.6813975683638327,0.4047667352597359
406,3cvqsOAiM3cW6d3VzanYK3,Up All Night,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.783,0.552,-8.385,0.0538,0.0539,0.886,0.925,92.996,0.7176231378895392,0.44921697630157764
407,0v0rd8bu5D9JZ6rMCTarag,Drumline,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.724,0.753,-8.181,0.0451,0.331,0.68,0.751,96.993,0.7260882194281922,0.4685244761325102
408,2LTxDtd05N4cquHN7cje0D,Vinyl,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.628,0.434,-10.625,0.0304,0.456,0.854,0.272,80.031,0.6246732229553096,0.38658957192128224
409,78MnjyCp76leyrB1ajdSkb,A Little Attitude,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.668,0.67,-8.519,0.0444,0.382,0.859,0.704,99.992,0.7120627411925808,0.4830111391279986
410,3BnJ3KUnETUblQdFvvBrAx,Watchu Gon’ Do About It?,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.66,0.441,-9.314,0.0302,0.692,0.000316,0.307,123.922,0.6790738204904769,0.5986049522263764
411,5Lw7xFM7WcwPtoaNK8bAus,Either Way,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.561,0.576,-8.452,0.065,0.247,0.0,0.32,147.224,0.71484293954106,0.7111652126868194
412,36buV9nuYR0WSEJjHIL8DL,Hand In Hand,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.618,0.346,-12.794,0.0819,0.592,0.661,0.249,200.069,0.534669488360513,0.9664328705716411
413,4Isrv8oaEHE3OxqjKjfmYu,Fortuneteller,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.558,0.383,-11.1,0.033,0.629,0.233,0.177,119.927,0.6049628615295242,0.5793071133911062
414,72jnFplapHEg5uTEzwb8zI,The Moment,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.704,0.561,-10.425,0.0456,0.669,0.0802,0.756,80.0,0.6329723225030086,0.38643982648851793
415,0WybUzhYleMRsPuWNuWMYB,futuresoul,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.756,0.448,-10.063,0.0374,0.0451,0.709,0.569,98.012,0.6479936926843439,0.4734467534224077
416,4pkD6uNwJ9gD9PJ8OYmU75,Far From Home,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.417,0.273,-12.862,0.0327,0.949,0.074,0.147,125.881,0.5318477945142953,0.6080678974775141
417,2qcDcCNM9i4xFq5cy7mdCM,Don't You Worry 'Bout a Thing,https://p.scdn.co/mp3-preview/2fca474fa08c38f0b1956cfb77c3fdd2974d7f9b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.576,0.479,-10.837,0.0289,0.511,0.0309,0.34,115.027,0.6158761774347485,0.5556376740186844
418,7bMrKsNWlLBLsykEuUiQrq,Sunset Boulevard,https://p.scdn.co/mp3-preview/927055b8c2822c0afba4bbf6cac00f46f6f51070?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.644,0.485,-9.922,0.0341,0.386,0.868,0.542,93.013,0.6538445578654717,0.4492990947647065
419,5uFZZvQB3mGbVZoZUkCHiB,Missing You,https://p.scdn.co/mp3-preview/0a559f55b91749872b2f4d57874bde4faa0ce7d3?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.598,0.384,-11.478,0.0293,0.745,0.398,0.266,119.906,0.589277563384373,0.5792056729366529
420,4ugxjUvp8JeJ3dbLZDDhgF,Batucada (The Beat),https://p.scdn.co/mp3-preview/aece38a43299d311e5471b38e429ddeed565294d?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.783,0.669,-8.247,0.0543,0.0363,0.766,0.742,104.891,0.7233495165774515,0.5066757480025892
421,3wNCxddCogduGQZ15UqxmV,Maker of Love,https://p.scdn.co/mp3-preview/4da684c426b2ee5cb9357064311fadbc65e80c92?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Boney James,1,1sBRcMH8DDR8Nsk2RoJmjS,0.618,0.637,-9.023,0.0944,0.147,3.01e-05,0.4,145.927,0.6911490103323792,0.7049000569998743
422,7zoq5opDTGPHKHYNDGQEvr,Mari’s Song,https://p.scdn.co/mp3-preview/262bd85ebc40ddabc66b76f7cea9f2cec74844ec?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.473,0.384,-14.782,0.0369,0.894,0.829,0.211,145.471,0.45217643885638426,0.7026973499888899
423,6aL042bZIiYGzrlTr2wSH7,Powerhouse,https://p.scdn.co/mp3-preview/bee2231b207cd4b6f6c0c10f373c28d75df46859?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.64,0.574,-10.243,0.034,0.364,0.923,0.631,89.992,0.6405245030914147,0.4347061608169338
424,31JjxPwdyWdCcVKkRgf8X0,The Midas (This Is Why),https://p.scdn.co/mp3-preview/9b4e405627d134eb5db7f61490b0adeab1deb605?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.692,0.525,-11.227,0.0436,0.332,0.621,0.636,96.022,0.5996929333167353,0.46383406273850586
425,3XkoKPlOtDnKW55zy92Gom,Acalento (Lullaby),https://p.scdn.co/mp3-preview/c5810583232b017092c0a52125285fcc387ee5d9?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.501,0.389,-13.111,0.0318,0.919,0.884,0.307,78.071,0.52151541557741,0.3771217961723135
426,5yGUPyHloCDYK2kHftLKYY,You Can Count on Me,https://p.scdn.co/mp3-preview/9530ea6891a5087d4f11baf6ca064cea178069c0?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.544,0.54,-10.865,0.0404,0.434,0.882,0.531,75.065,0.6147143034980707,0.3626013196920075
427,6jg7A5wTsYRbdxbIgPx0mG,Contact,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.754,0.699,-7.544,0.0615,0.507,0.787,0.636,106.996,0.7525208514876138,0.5168439459370683
428,1xe7hJkiufubkuiLGBLn4u,Close To You,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.547,0.57,-7.159,0.0296,0.585,5.86e-05,0.399,149.956,0.7684966181169346,0.7243621327614024
429,0ZcrEj9uqX2D6PADs5CaBs,Spin,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.671,0.555,-8.4,0.0381,0.694,0.824,0.649,92.081,0.7170007054234617,0.44479707078611525
430,1bvMM9CNo37MyYwhxdeEAp,When I Had The Chance,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.39,0.541,-7.799,0.127,0.73,0.0,0.371,62.575,0.7419394995642974,0.3022684017814876
431,67FwbF96YGbbVtcJ6dc7yT,Cry,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.603,0.492,-8.307,0.0285,0.878,0.545,0.584,149.872,0.7208597867131418,0.7239563709435896
432,1FmU9Hza0L7ect8gQb94aJ,That Look On Your Face,,Boney James,1,1sBRcMH8DDR8Nsk2RoJmjS,0.641,0.647,-8.173,0.0511,0.416,0.000352,0.567,117.069,0.7264201834101002,0.5655015505898038
433,0sKDIso6qLwCOvRUNbEXnn,Deep Time,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.601,0.405,-8.98,0.0261,0.73,0.144,0.246,104.018,0.6929333167351344,0.5024587233960333
434,3PZZGjJG2pUDmLwBAroqbn,I'm Waiting,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.4,0.576,-6.75,0.0568,0.734,0.00019,0.72,92.509,0.7854682766919792,0.4468645238578288
435,70GrDJiLdZdgrIDscU9hzJ,There And Back,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.498,0.512,-9.837,0.0368,0.854,0.879,0.305,117.567,0.6573716751732439,0.5679071385096948
436,6odXn4VFLcVZroDHPC69nQ,Everything Matters,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.545,0.359,-12.098,0.0326,0.925,0.645,0.0896,111.998,0.5635503547865058,0.5410060960882629
437,2o4Dwey8z4d0bO3iuSg3I6,Wanna Show U Sumthin',,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.767,0.502,-11.749,0.0371,0.453,0.805,0.931,120.033,0.5780322834972407,0.5798191461612034
438,1RMGbJnIQY6QhlqxKH8Fxf,Send One Your Love,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.593,0.522,-11.955,0.0309,0.452,0.708,0.398,145.93,0.5694842109631106,0.7049145484933678
439,24Wg5AQK6AaNyZBTpL1unQ,"Stop, Look, Listen (To Your Heart)",,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.575,0.494,-12.006,0.0346,0.389,0.562,0.395,84.909,0.5673679405784473,0.41015274034141963
440,09mcJo5V6ZODKYybdYzgaW,Touch,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.358,0.401,-12.46,0.0348,0.686,0.771,0.368,120.261,0.5485289846051704,0.5809204996666957
441,3dXxyprHUJ5c18i47TRsfa,Don't Let Me Be Lonely Tonight,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.724,0.232,-11.537,0.0453,0.523,0.00893,0.408,134.13,0.5868293290178017,0.6479146740863113
442,5qsm0eGh4vPXOOEKNrH6cX,Hold On Tight,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.537,0.521,-11.083,0.0432,0.622,0.859,0.781,135.589,0.6056682849910786,0.6549623704218956
443,7dTrU26wEI2BTGZ5vb0HCy,I'm Gonna Love You Just A Little More Baby,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.636,0.448,-11.124,0.047,0.58,0.764,0.635,87.778,0.6039669695838004,0.4240114386188641
444,3U3vQP3722hCAVYMDdBdLH,City Of Light,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.621,0.326,-12.528,0.0306,0.81,0.479,0.252,141.913,0.5457072907589527,0.6855104387058131
445,6QEGpwc5mH2tB1TOMYtr7L,Butter,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.659,0.395,-13.325,0.0311,0.871,0.825,0.342,129.904,0.512635379061372,0.6275009902520554
446,4wE13YUYdrl7PXcxN4HSOS,I'll Be Good To You,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.695,0.491,-10.515,0.0363,0.529,0.825,0.684,99.982,0.629237727706544,0.4829628341496875
447,7GW1muwaxAjj9sh0b4QRvy,Skating,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.543,0.532,-9.133,0.036,0.422,0.343,0.093,114.451,0.6865845055811446,0.552855307267967
448,0c7sJbbvAz4JMc6zoESmJc,Santa Baby,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.592,0.375,-10.127,0.0801,0.718,2.35e-05,0.404,71.818,0.6453379808290802,0.3469166932344047
449,3Fl4qpC32cQivTnOGV3r1o,O Tannenbaum,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.418,0.457,-9.308,0.0366,0.902,0.843,0.22,94.437,0.6793227934769079,0.4561777236762021
450,1LPRDRdo45uHrgrjECu99G,River,,Boney James,0,1sBRcMH8DDR8Nsk2RoJmjS,0.5,0.124,-15.373,0.033,0.909,0.593,0.15,101.031,0.42765259969293345,0.4880300263745182
451,2FmJDaoafBQXHcgieIuPQM,The First Noel,,Boney James,3,1sBRcMH8DDR8Nsk2RoJmjS,0.595,0.424,-11.481,0.0305,0.857,0.643,0.339,138.77,0.5891530768911575,0.6703281840226455
452,0P03Bd4A0yD93hRaHjVMu7,Merry Christmas Baby,,Boney James,1,1sBRcMH8DDR8Nsk2RoJmjS,0.756,0.631,-9.432,0.087,0.289,0.000206,0.667,110.979,0.6741773517573345,0.5360838187983654
